Provider,Service,Sector,Quantity,Price,Date
Cisco,Database,Private,21,,2000-06-01
Google,Processor,Private,24,53.75,2002-07-23
Google,Containers,NGO,23,,2002-04-26
Amazon,Data Science,Public,23,,2013-05-20
Oracle,Authentication,NGO,25,55.25,2004-08-02
Amazon,Containers,Private,45,71.75,2008-04-06
Google,Storage,NGO,29,69.5,2019-05-13
Amazon,Authentication,Private,49,62.25,2019-09-17
Microsoft,Processor,,42,52.75,2002-03-08
Facebook,Processor,Private,,51.25,2006-05-06
Facebook,Data Science,Private,18,,2004-06-03
IBM,Database,Private,45,,2014-03-08
Microsoft,Containers,,23,,2019-07-01
Microsoft,Processor,Private,42,59.75,2011-07-06
IBM,Storage,Private,17,,2013-05-24
Cisco,Storage,,32,,2014-05-03
Oracle,Data Science,Private,12,50.25,2010-04-19
Google,Database,NGO,35,62.75,2015-06-25
IBM,Compute,Private,,74.25,2014-04-16
Google,Authentication,NGO,26,,2007-05-05
Microsoft,Database,Private,29,,2011-04-06
Microsoft,Authentication,NGO,,71,2009-05-19
Facebook,Database,NGO,20,52.5,2013-09-19
Oracle,Authentication,NGO,19,79.75,2011-07-21
Google,Storage,Public,,50,2011-05-07
Cisco,Compute,Public,,,2016-07-05
Microsoft,Compute,,,53.75,2017-05-26
Google,Storage,,,56,2008-05-24
Oracle,Database,Public,34,,2007-07-14
Amazon,Database,Private,0,68,2017-08-02
IBM,Containers,Public,,70.75,2014-06-24
Oracle,Authentication,Public,,,2003-10-22
Oracle,Compute,NGO,29,,2017-08-13
Microsoft,Data Science,NGO,,61,2019-06-06
Oracle,Processor,Public,,,2001-06-02
IBM,Processor,,,57.5,2012-08-18
Cisco,Storage,Public,19,,2006-07-17
IBM,Compute,,,,2017-08-09
Cisco,Storage,Public,,,2018-05-21
Cisco,Authentication,Private,,51.75,2008-03-02
Google,Data Science,NGO,13,55.25,2017-04-02
Amazon,Database,Private,12,69.75,2006-08-01
Microsoft,Data Science,Public,48,,2019-03-26
Cisco,Processor,Private,21,,2005-02-22
Amazon,Compute,NGO,19,68,2013-04-14
Microsoft,Processor,Private,,64.5,2018-05-06
Oracle,Authentication,,25,79.5,2014-08-08
Google,Compute,Public,,,2013-05-12
Facebook,Database,,35,,2009-04-04
Cisco,Database,Public,,62,2004-05-13
Microsoft,Authentication,Public,30,68,2009-06-03
Amazon,Processor,,,63.5,2011-04-01
Oracle,Compute,Public,5,62.25,2016-05-04
Amazon,Containers,Public,5,,2006-04-04
Oracle,Compute,Private,4,66,2005-07-14
Oracle,Compute,Public,27,,2014-04-17
IBM,Processor,Private,,,2013-05-10
Amazon,Storage,Public,15,,2007-06-15
Amazon,Containers,Public,22,,2012-07-15
Microsoft,Database,,7,,2005-04-03
Facebook,Data Science,Private,43,74,2007-07-24
Cisco,Database,NGO,,51,2008-07-13
Google,Containers,Public,,64.75,2004-03-10
Google,Containers,Public,,71.25,2004-04-01
Cisco,Compute,Private,,68.5,2007-05-01
Facebook,Processor,NGO,,69,2018-04-20
Cisco,Database,,12,58.5,2012-04-03
Facebook,Authentication,Private,,51.75,2018-10-06
Google,Processor,Private,,,2007-03-11
Google,Containers,NGO,,59.75,2002-03-05
Google,Containers,Private,,,2015-08-20
Cisco,Containers,Private,,,2006-04-18
Facebook,Data Science,,20,,2007-10-03
IBM,Containers,Private,28,,2013-07-15
Cisco,Compute,Public,,,2013-06-13
Cisco,Storage,Public,39,,2015-06-01
Cisco,Processor,Public,43,,2019-05-22
Cisco,Data Science,Private,,58.5,2017-05-26
Oracle,Processor,NGO,,,2010-06-16
IBM,Containers,Private,34,77.25,2013-06-07
IBM,Database,Public,,50.5,2007-09-02
Oracle,Processor,,,59,2006-03-19
Amazon,Compute,,16,51.75,2015-07-24
IBM,Authentication,Public,,65.75,2007-04-11
Microsoft,Processor,Public,27,64,2005-03-24
Google,Storage,Public,10,62,2013-05-11
Amazon,Authentication,Private,20,51.25,2002-09-26
Cisco,Database,Public,0,,2014-06-16
Oracle,Storage,,,72.5,2017-04-19
Oracle,Processor,,8,,2002-04-01
Cisco,Database,NGO,,,2002-07-18
Amazon,Database,,2,50.5,2003-04-20
Oracle,Authentication,,,,2002-04-08
IBM,Data Science,NGO,19,,2012-08-15
Google,Processor,,31,,2017-06-19
Oracle,Containers,Public,,52.25,2015-07-16
Facebook,Compute,Public,,51.25,2000-08-03
Microsoft,Data Science,Private,,70.75,2002-04-22
Amazon,Database,NGO,46,50.5,2008-08-16
Google,Containers,NGO,39,58.25,2009-05-02
Amazon,Storage,,,,2005-10-05
Facebook,Database,Public,,,2007-08-01
Oracle,Data Science,Private,,76,2016-11-21
IBM,Authentication,,,,2000-03-01
Oracle,Processor,,,62.75,2000-07-04
Google,Processor,NGO,,58.25,2017-06-07
Amazon,Data Science,NGO,,,2016-09-19
Google,Data Science,NGO,,75.5,2011-04-03
Cisco,Authentication,Private,,69,2007-06-07
Microsoft,Authentication,,,72,2006-07-09
Oracle,Processor,Public,,68,2012-06-10
Facebook,Authentication,Private,17,,2003-06-01
Cisco,Containers,NGO,23,,2009-06-02
IBM,Storage,Private,,64,2015-07-17
Google,Authentication,Private,35,65.5,2000-12-08
Amazon,Processor,,,60.5,2008-03-19
Cisco,Data Science,NGO,,78.75,2015-02-13
Microsoft,Compute,Private,,79.75,2019-07-24
IBM,Compute,Private,21,,2001-09-17
Cisco,Containers,Private,46,79.75,2013-06-19
Amazon,Compute,Public,,,2004-04-10
Facebook,Authentication,Public,2,,2001-07-16
Oracle,Containers,,,70.25,2001-08-09
IBM,Storage,NGO,19,,2009-05-07
IBM,Containers,,,78.5,2017-07-26
Cisco,Containers,Private,40,76.75,2002-07-25
Cisco,Authentication,NGO,,72.75,2002-06-04
Amazon,Containers,NGO,,,2014-06-22
Google,Data Science,Private,19,,2008-09-03
Amazon,Database,,8,51.25,2017-07-18
Amazon,Containers,,22,,2009-07-16
IBM,Database,NGO,,66.5,2011-07-16
Facebook,Storage,Private,40,,2002-05-06
Facebook,Compute,Public,48,,2009-03-20
Google,Containers,,42,,2010-09-04
Oracle,Storage,Private,,,2002-07-12
Oracle,Processor,NGO,,60.5,2011-06-25
Cisco,Storage,,,58,2008-03-21
Cisco,Containers,Public,,70.25,2007-04-21
IBM,Database,NGO,,,2009-04-21
Facebook,Compute,Private,35,58,2017-06-07
Cisco,Database,,,,2018-05-11
Facebook,Data Science,,34,61.25,2004-06-03
Google,Data Science,,,59.75,2017-02-23
Cisco,Authentication,Public,1,78.5,2000-01-17
IBM,Containers,Private,48,72.5,2015-04-12
Amazon,Processor,Private,37,56.25,2003-06-17
Facebook,Data Science,,,75.75,2019-06-18
Oracle,Compute,Public,,59,2012-07-25
IBM,Data Science,,38,,2001-07-18
Microsoft,Database,Public,25,,2008-10-11
Microsoft,Compute,,3,79,2018-06-18
Cisco,Data Science,Private,35,,2002-07-13
IBM,Data Science,Public,17,,2006-04-10
Cisco,Processor,Public,,53,2011-01-25
Amazon,Authentication,NGO,,,2015-07-24
Google,Processor,Private,25,,2003-09-17
Cisco,Authentication,NGO,34,,2005-07-23
IBM,Authentication,Private,32,57.25,2012-09-01
Google,Containers,,,,2009-06-04
Google,Storage,Private,,60.75,2010-05-13
IBM,Authentication,NGO,0,,2009-06-18
Facebook,Processor,NGO,,72.5,2018-05-09
Cisco,Compute,Public,16,75.25,2004-09-08
Google,Authentication,NGO,11,,2018-04-18
IBM,Authentication,,33,67,2006-06-11
Cisco,Authentication,NGO,12,75.25,2018-03-16
Microsoft,Authentication,Public,45,69.5,2006-08-13
Microsoft,Storage,,0,63.5,2003-07-17
Cisco,Compute,Public,15,,2018-06-16
Microsoft,Authentication,,,79.25,2018-08-11
Amazon,Data Science,Public,46,55.25,2000-05-09
Facebook,Containers,,,76,2011-03-04
Amazon,Containers,,34,52.25,2008-03-01
Oracle,Storage,NGO,44,64,2019-05-15
Amazon,Authentication,Private,,61,2013-06-13
Oracle,Compute,,44,73.25,2007-06-19
Facebook,Containers,Private,50,55.75,2006-08-01
Microsoft,Authentication,,,,2008-07-22
Cisco,Authentication,Private,8,53.25,2016-05-04
Cisco,Compute,Public,,56,2009-06-18
IBM,Containers,NGO,6,,2008-05-20
Facebook,Storage,,44,55.75,2016-08-02
Facebook,Data Science,Public,,67.5,2012-03-05
IBM,Data Science,,,68,2017-08-21
IBM,Storage,Private,8,78.5,2013-04-05
IBM,Containers,NGO,21,,2018-06-24
Microsoft,Storage,Public,,,2006-04-26
Amazon,Storage,Private,14,66.25,2014-08-21
Google,Compute,NGO,,56.75,2001-07-10
Oracle,Compute,,,52.5,2005-09-01
Microsoft,Storage,Public,,,2005-06-18
Cisco,Containers,NGO,44,69,2000-07-18
Google,Processor,Public,,66,2000-02-15
Oracle,Containers,,,,2012-06-19
Microsoft,Authentication,Private,37,80,2014-09-05
Microsoft,Containers,Private,,60.25,2001-08-21
Microsoft,Containers,Private,,71.25,2009-08-07
Oracle,Data Science,Public,17,,2017-05-06
Amazon,Authentication,Public,,,2013-04-01
Google,Data Science,NGO,15,,2011-06-02
IBM,Containers,Private,0,68.25,2001-04-21
IBM,Storage,Private,,,2015-07-09
IBM,Containers,Public,31,,2001-04-14
Oracle,Storage,NGO,44,50.25,2006-08-24
IBM,Data Science,Public,49,,2004-06-22
Facebook,Compute,NGO,33,,2014-10-24
Oracle,Storage,,,51.75,2009-07-25
IBM,Database,Private,,,2003-06-05
Microsoft,Processor,Private,30,78.5,2007-08-06
IBM,Storage,,,,2001-05-08
IBM,Processor,Public,,,2015-09-16
Facebook,Storage,Private,47,63.75,2004-07-02
Facebook,Authentication,,,67,2018-05-10
Oracle,Containers,NGO,,64,2000-07-20
Cisco,Storage,NGO,8,,2000-06-19
Amazon,Containers,,,,2016-04-11
Facebook,Compute,,1,,2003-08-05
Oracle,Authentication,Public,38,,2008-05-23
Microsoft,Database,Private,37,63.25,2006-04-20
Oracle,Containers,Private,,,2016-09-17
Oracle,Database,Public,,62.25,2001-05-09
IBM,Processor,Private,,,2001-06-23
Cisco,Containers,Public,,,2004-06-06
Oracle,Processor,,17,51,2004-05-24
Microsoft,Database,NGO,19,,2005-08-22
IBM,Storage,NGO,12,52.75,2006-07-12
Facebook,Compute,NGO,40,56,2008-06-08
Cisco,Containers,NGO,31,67.75,2003-08-12
IBM,Containers,Private,,79,2012-07-08
Cisco,Processor,NGO,,,2004-08-26
Facebook,Containers,NGO,,60,2009-05-22
Microsoft,Authentication,Public,29,77.25,2005-06-15
Microsoft,Containers,Private,9,66.25,2018-05-05
Microsoft,Data Science,NGO,14,78.5,2016-06-18
Facebook,Storage,,31,77.5,2008-04-21
Microsoft,Containers,NGO,33,66,2019-10-26
Facebook,Database,Private,,73.25,2016-06-12
Google,Compute,Private,46,65.5,2000-07-02
Oracle,Compute,Private,0,,2006-05-21
Amazon,Data Science,Private,48,,2010-07-12
Cisco,Storage,Public,29,,2008-06-24
Amazon,Compute,NGO,36,60.75,2009-08-18
Oracle,Data Science,,,76.75,2019-06-20
Cisco,Database,,6,60.5,2017-07-02
IBM,Storage,Private,2,,2007-09-24
Google,Processor,Public,34,,2005-07-14
Microsoft,Storage,,42,55.75,2005-04-23
Amazon,Containers,,36,70,2011-07-22
Microsoft,Containers,,,,2014-11-16
Cisco,Compute,NGO,14,63.75,2011-04-06
Google,Storage,NGO,8,,2014-08-12
Amazon,Processor,,50,69.25,2014-06-19
Oracle,Containers,Private,,73.75,2001-05-21
Oracle,Database,Public,,,2017-06-01
Cisco,Processor,NGO,,52,2012-05-12
Google,Database,,5,,2015-07-19
Cisco,Storage,Public,28,,2008-01-11
IBM,Compute,Public,23,,2011-09-10
IBM,Database,,,79.25,2017-06-01
Google,Compute,,,53.75,2015-11-23
Amazon,Authentication,Public,,,2000-04-16
Oracle,Compute,Private,,,2001-07-16
Oracle,Containers,,48,76.5,2013-07-06
Amazon,Authentication,,47,50.75,2000-07-06
Microsoft,Database,NGO,,57.25,2008-05-23
Cisco,Storage,NGO,,51.75,2004-08-20
IBM,Compute,Private,,,2002-05-15
Oracle,Authentication,NGO,34,,2016-04-16
Microsoft,Data Science,Private,,,2014-04-18
Facebook,Database,,2,,2019-02-10
Facebook,Database,Public,16,67,2009-05-21
Amazon,Compute,NGO,47,,2019-07-02
Cisco,Containers,Private,,,2018-08-19
Microsoft,Authentication,Private,47,79,2013-05-09
Amazon,Authentication,Public,24,65.75,2005-06-04
Amazon,Storage,Public,,57.25,2012-03-25
Oracle,Compute,Public,,71,2017-03-25
Microsoft,Database,Public,,62,2008-05-20
Cisco,Containers,,49,60,2005-04-11
Google,Data Science,,,,2016-04-25
Microsoft,Database,NGO,18,74.25,2005-06-26
Cisco,Authentication,Private,,,2010-08-12
Facebook,Database,Private,31,,2003-06-13
IBM,Containers,Public,45,76,2003-08-11
Facebook,Database,Public,10,,2007-05-04
Microsoft,Processor,,,64.25,2002-04-14
Facebook,Storage,Private,4,,2012-06-12
Google,Compute,,42,50.25,2002-09-17
Facebook,Data Science,,20,,2015-06-04
Microsoft,Database,Public,19,,2006-08-07
Oracle,Processor,Private,21,,2009-04-24
Amazon,Compute,NGO,36,57,2009-07-10
Oracle,Authentication,NGO,,57.5,2019-03-04
Oracle,Storage,Private,,,2015-07-08
Google,Database,NGO,,,2000-04-05
Google,Storage,NGO,4,78.75,2011-07-14
Microsoft,Data Science,Public,16,,2017-06-08
Oracle,Database,,37,62.75,2015-06-18
Google,Storage,Private,0,65,2013-06-23
IBM,Containers,NGO,2,,2006-07-26
Facebook,Storage,Private,,,2008-08-02
Cisco,Compute,,,,2008-04-01
Amazon,Database,NGO,,,2006-08-15
IBM,Storage,Private,46,53.75,2003-08-06
Google,Database,Public,40,,2015-06-23
Google,Authentication,,,60.25,2011-02-24
Cisco,Containers,NGO,34,73.75,2004-08-22
Google,Processor,Private,50,70.25,2014-08-06
Amazon,Authentication,Public,,62,2009-01-19
Google,Data Science,,41,73.25,2016-04-07
Amazon,Processor,Public,,66.75,2017-09-03
Facebook,Containers,Private,,78,2008-10-15
Facebook,Compute,Public,,72,2001-05-04
Facebook,Compute,NGO,,56,2008-07-21
Oracle,Data Science,Private,,,2005-04-02
Cisco,Containers,,39,64.75,2003-04-15
Oracle,Storage,Public,49,56.25,2008-07-17
Google,Storage,,17,,2008-08-24
Google,Authentication,Public,,,2017-09-21
Microsoft,Containers,Private,0,64,2002-03-22
Oracle,Database,Private,0,77.25,2017-05-15
Oracle,Database,,8,,2010-06-19
Amazon,Processor,NGO,,,2012-07-09
Amazon,Storage,Public,31,,2001-04-18
Facebook,Processor,,11,60,2016-08-25
Microsoft,Authentication,Private,21,54.5,2005-09-20
Oracle,Data Science,Public,22,,2006-05-17
Microsoft,Processor,,,55.75,2008-04-14
Microsoft,Processor,Private,,,2002-04-21
Facebook,Data Science,,,,2019-05-10
Cisco,Authentication,,11,,2008-06-25
Amazon,Storage,Private,35,,2008-07-09
Facebook,Compute,,10,,2008-11-26
Amazon,Compute,Public,,78.25,2012-04-08
Facebook,Processor,Private,,66.5,2012-05-06
Facebook,Containers,NGO,,64.75,2012-09-10
IBM,Data Science,NGO,1,69,2014-07-10
Google,Data Science,Private,30,77.5,2019-05-24
IBM,Compute,Public,,,2003-05-16
Microsoft,Storage,Public,32,,2000-05-22
Microsoft,Authentication,,20,,2016-05-14
Facebook,Processor,NGO,5,,2011-04-06
Amazon,Storage,NGO,,,2009-05-15
Microsoft,Compute,NGO,39,54.5,2002-07-17
Amazon,Data Science,NGO,,63.25,2017-06-13
Oracle,Authentication,NGO,,,2011-05-24
Facebook,Containers,NGO,11,60.5,2000-07-13
Facebook,Database,NGO,10,,2005-05-24
Oracle,Authentication,Private,,57,2017-04-05
Facebook,Containers,Private,9,,2004-07-01
Google,Authentication,Private,35,68,2004-04-11
Amazon,Data Science,Private,8,79,2002-06-15
Facebook,Compute,Public,5,,2005-04-02
Cisco,Database,NGO,,80,2005-07-23
Cisco,Containers,Private,,51.5,2007-06-20
Cisco,Authentication,Private,1,,2017-07-19
Oracle,Processor,Public,17,65,2015-05-24
Facebook,Database,Public,,56.25,2010-06-15
Oracle,Containers,NGO,,77,2008-01-26
IBM,Containers,Public,,,2008-06-24
Microsoft,Compute,NGO,,78.25,2010-06-08
Facebook,Authentication,NGO,,72.75,2010-05-17
Cisco,Database,Public,,61.25,2009-04-12
Google,Storage,Private,,,2006-06-13
Oracle,Compute,NGO,,52.75,2007-08-13
Microsoft,Processor,NGO,20,,2014-08-01
Amazon,Processor,,42,73.25,2010-07-20
Microsoft,Processor,NGO,40,,2014-08-17
Microsoft,Compute,NGO,,,2000-09-12
Google,Database,NGO,24,75.5,2009-09-18
Microsoft,Storage,,9,75.75,2000-04-10
Amazon,Authentication,Public,0,69.25,2013-09-18
Cisco,Data Science,NGO,24,,2017-08-23
Google,Processor,,,,2005-06-18
Oracle,Database,Private,2,,2013-07-22
IBM,Storage,NGO,,,2002-06-19
Amazon,Data Science,Private,,,2016-04-12
Google,Authentication,Private,,61.75,2017-04-11
Amazon,Processor,Private,,,2003-08-26
Microsoft,Compute,NGO,26,,2019-09-04
Oracle,Compute,Private,,76.5,2017-06-25
Facebook,Compute,Private,,,2009-09-26
Cisco,Containers,Public,46,78.25,2017-09-24
Cisco,Processor,Private,,76,2007-05-15
Amazon,Database,,,,2010-06-08
Cisco,Processor,Public,,76,2000-05-16
Amazon,Database,NGO,21,80,2013-07-19
Google,Storage,Public,18,57.25,2000-05-14
Oracle,Storage,Public,,,2015-07-25
Google,Storage,NGO,,,2001-05-05
Cisco,Containers,Private,6,,2001-07-08
IBM,Authentication,NGO,,,2012-08-20
Amazon,Database,,50,,2000-04-05
Microsoft,Authentication,NGO,,80,2007-08-23
Microsoft,Storage,Private,3,,2019-06-05
IBM,Processor,Public,11,77.5,2013-07-21
Microsoft,Authentication,Public,,57,2010-05-10
Facebook,Processor,Public,28,80,2009-06-16
Oracle,Data Science,Private,,51,2014-08-04
Oracle,Processor,,,,2007-04-21
Microsoft,Authentication,Private,46,62,2016-06-13
Amazon,Containers,Public,40,53.25,2018-08-24
Google,Authentication,,38,,2000-05-17
Google,Storage,NGO,,75,2012-05-20
Microsoft,Authentication,Public,43,,2002-06-19
Google,Processor,Private,,,2005-05-22
Cisco,Compute,Private,48,,2010-06-03
Oracle,Processor,,,68.5,2000-03-05
Oracle,Compute,,21,69,2009-04-24
IBM,Containers,,,53.5,2011-03-05
Oracle,Storage,Public,12,52.75,2006-06-01
Facebook,Data Science,Private,,76.5,2013-07-23
Cisco,Authentication,Private,42,73,2002-02-11
Cisco,Storage,NGO,,61.5,2015-06-20
Facebook,Compute,NGO,,74.25,2002-08-14
Oracle,Storage,NGO,,51.5,2009-07-07
Microsoft,Authentication,Public,,,2014-05-24
Microsoft,Authentication,NGO,20,56,2006-03-18
Cisco,Data Science,NGO,38,55.75,2009-07-01
Cisco,Data Science,NGO,13,,2009-08-21
Facebook,Processor,Public,42,,2010-05-02
IBM,Database,,,,2012-03-13
Google,Database,Private,24,,2002-03-04
IBM,Storage,Private,10,,2001-05-03
IBM,Containers,Public,16,,2007-09-05
IBM,Authentication,Public,,79,2009-03-08
Google,Data Science,Public,,,2010-08-12
Facebook,Data Science,Public,4,,2011-03-01
Oracle,Database,NGO,,,2008-04-02
Oracle,Data Science,,38,,2005-03-01
Oracle,Compute,,,76,2005-07-15
Cisco,Compute,,,58.5,2012-08-12
Google,Containers,Private,13,,2003-07-25
Cisco,Storage,,,67,2000-06-04
Google,Containers,,,77.25,2001-07-24
Oracle,Data Science,,,,2002-08-05
Microsoft,Data Science,NGO,,,2014-07-06
Amazon,Data Science,NGO,,51,2005-05-10
Oracle,Storage,Private,32,,2003-05-05
Microsoft,Storage,Public,,64.5,2016-08-24
Amazon,Processor,NGO,,,2006-06-06
Oracle,Processor,Private,8,64,2008-05-14
Oracle,Data Science,NGO,,66.5,2001-10-19
Facebook,Containers,,1,,2004-05-23
IBM,Containers,,5,79,2007-06-07
Facebook,Containers,Private,,50.75,2002-06-14
Microsoft,Compute,Public,38,51.5,2010-05-08
Amazon,Compute,Public,8,,2008-08-26
Google,Database,NGO,,,2016-05-18
Cisco,Containers,Public,44,,2017-05-06
Facebook,Authentication,NGO,,73.75,2002-07-09
Facebook,Database,,34,58.75,2018-07-26
IBM,Compute,,,,2014-08-11
Microsoft,Containers,NGO,32,69.5,2011-09-05
Amazon,Storage,Private,0,,2016-09-23
Microsoft,Data Science,,41,61.75,2007-07-13
Cisco,Containers,,,51.75,2011-04-03
Cisco,Containers,NGO,,68,2014-07-08
Cisco,Storage,Public,39,,2014-05-13
Cisco,Database,,,67.75,2016-09-02
IBM,Authentication,Public,1,,2017-06-05
Amazon,Authentication,,,,2019-07-25
Amazon,Data Science,NGO,16,53.5,2012-07-19
IBM,Containers,,27,78,2002-02-25
Cisco,Data Science,Public,,72,2019-07-12
IBM,Processor,,7,,2005-03-25
Oracle,Compute,Public,,72,2014-03-10
IBM,Processor,NGO,3,76,2001-07-10
Oracle,Authentication,Public,,63.25,2014-06-11
IBM,Compute,,,68.5,2017-06-23
Oracle,Data Science,Public,,,2001-04-23
Microsoft,Processor,,3,,2016-04-01
Amazon,Compute,,,73.5,2005-09-22
IBM,Compute,NGO,42,59.5,2013-05-06
Google,Processor,,,57,2006-04-04
Cisco,Compute,,44,,2019-08-26
Facebook,Data Science,,,,2009-04-15
Microsoft,Data Science,NGO,,,2019-05-24
Google,Containers,,5,,2000-07-07
Cisco,Containers,Public,,,2011-10-24
Cisco,Processor,NGO,,58.5,2013-07-09
Facebook,Containers,Private,13,63,2016-10-04
Oracle,Data Science,,,64,2011-08-23
IBM,Containers,NGO,,54,2009-05-13
Amazon,Authentication,Public,39,69,2016-06-23
Amazon,Compute,Public,,65.5,2004-06-12
Oracle,Processor,Private,32,68.75,2012-08-22
Amazon,Processor,NGO,9,65.5,2010-07-07
Facebook,Authentication,,9,70,2004-06-13
Amazon,Containers,NGO,24,67.25,2018-06-15
Microsoft,Authentication,NGO,,64.75,2000-09-20
Microsoft,Authentication,NGO,,69.75,2012-07-13
Amazon,Data Science,Private,9,67.5,2004-05-05
Google,Data Science,,,,2007-07-01
Cisco,Compute,Public,32,66.75,2004-04-17
Google,Storage,NGO,,,2012-06-09
Cisco,Database,,9,76.25,2019-08-11
Microsoft,Processor,Private,3,52.25,2013-07-14
Google,Containers,NGO,47,55.25,2013-04-13
Amazon,Authentication,NGO,41,56,2011-09-07
Facebook,Data Science,NGO,25,73.75,2007-03-16
Oracle,Containers,Public,,80,2004-05-13
Amazon,Compute,Public,39,,2013-08-08
Google,Containers,NGO,,,2006-06-23
Microsoft,Processor,NGO,11,,2002-04-20
Oracle,Processor,NGO,,,2015-01-09
Facebook,Containers,Private,7,,2016-07-18
Oracle,Containers,Private,15,,2011-07-12
Oracle,Compute,,,71.5,2013-03-06
Cisco,Compute,Public,,61,2000-04-24
Microsoft,Storage,Public,,77.75,2009-02-20
Amazon,Authentication,,41,,2000-10-19
Cisco,Data Science,,,65.5,2008-06-04
Amazon,Compute,NGO,17,,2012-05-26
Oracle,Data Science,NGO,8,74.75,2004-03-13
Oracle,Processor,NGO,,,2011-08-13
Oracle,Processor,,3,77,2001-06-07
Facebook,Compute,Private,,61.75,2004-11-23
Cisco,Processor,Private,34,52.75,2005-08-05
Amazon,Containers,Public,11,,2011-05-15
Google,Authentication,Public,,51.5,2001-04-07
Cisco,Data Science,,23,72.75,2015-04-26
Google,Containers,,,67.5,2004-06-22
IBM,Storage,Public,,,2013-06-11
Google,Authentication,Private,49,,2006-04-11
Google,Processor,,,66.25,2008-08-08
Google,Compute,Private,27,66,2013-07-25
IBM,Processor,Public,,55.25,2012-06-10
Oracle,Containers,Public,,53.5,2008-07-12
Microsoft,Containers,Private,,61.75,2001-05-02
Oracle,Compute,,47,,2015-07-14
Amazon,Compute,,6,,2011-05-25
Microsoft,Containers,Private,,62.75,2017-05-20
Facebook,Authentication,NGO,49,,2012-06-02
Cisco,Database,NGO,,67.5,2001-07-05
Facebook,Storage,NGO,17,54.75,2006-07-07
IBM,Compute,,29,51.75,2001-05-07
Facebook,Processor,Private,14,,2012-06-19
Microsoft,Processor,Public,,61,2004-09-26
Facebook,Storage,,20,74.25,2003-07-05
Amazon,Processor,Private,48,,2017-08-19
IBM,Processor,Private,,,2011-11-21
Microsoft,Compute,NGO,39,,2012-05-13
Google,Authentication,Private,,55.25,2013-05-10
Amazon,Database,Private,34,51.25,2002-06-17
Facebook,Database,Private,,51.75,2001-06-16
Google,Authentication,,8,51.25,2015-06-02
Cisco,Data Science,Public,30,74.75,2003-07-10
Microsoft,Storage,,39,,2008-06-01
Microsoft,Containers,Public,,,2002-10-13
IBM,Data Science,Public,,63,2018-07-12
Microsoft,Compute,Private,44,,2000-02-23
Amazon,Database,,,78,2017-05-15
Cisco,Storage,,16,60.25,2014-07-14
IBM,Authentication,Public,,67.5,2002-10-25
Facebook,Storage,,29,64.5,2019-04-16
Amazon,Database,NGO,,60.25,2018-05-03
Amazon,Processor,NGO,,,2018-06-13
Amazon,Storage,,,,2006-05-19
IBM,Data Science,Private,,69.5,2019-05-05
IBM,Authentication,,45,,2006-09-13
Microsoft,Processor,NGO,10,64.75,2013-06-10
IBM,Data Science,Private,16,,2017-05-10
Facebook,Processor,Public,,67,2000-04-09
Oracle,Compute,NGO,,53,2004-06-14
Oracle,Data Science,NGO,32,50,2014-06-04
Cisco,Database,Public,20,65.25,2001-08-05
Google,Authentication,,7,51.25,2009-07-09
Oracle,Database,Public,,,2009-06-03
Google,Processor,NGO,22,,2003-06-19
Oracle,Authentication,Public,,70.25,2005-03-12
Oracle,Data Science,Private,48,79.25,2008-06-21
Google,Storage,,,,2007-09-24
Cisco,Authentication,Public,,67.5,2015-08-20
Cisco,Processor,,25,77.75,2007-05-24
Google,Storage,,11,,2011-04-26
Amazon,Authentication,Public,,,2002-05-20
Google,Storage,Private,,,2000-03-21
Oracle,Storage,Private,,52.25,2001-11-22
Microsoft,Authentication,Private,,,2007-09-13
Microsoft,Processor,Public,44,68.75,2006-06-06
Facebook,Compute,Public,,70.5,2003-07-11
Google,Processor,Public,26,78.5,2016-06-11
Oracle,Authentication,Public,29,,2007-06-10
Oracle,Storage,Public,,79.25,2009-08-25
IBM,Processor,,,55.5,2015-04-14
Cisco,Data Science,Public,40,,2005-06-08
Amazon,Processor,,49,71,2009-07-01
Oracle,Storage,Private,,,2010-06-19
Cisco,Processor,Public,37,62.5,2009-02-20
Google,Database,Private,33,54.5,2000-06-25
IBM,Data Science,,34,,2004-09-25
Oracle,Processor,Private,1,,2003-10-22
IBM,Data Science,Private,43,78.5,2012-05-19
Oracle,Authentication,,48,77.5,2010-08-03
Oracle,Database,Private,,62.5,2003-05-22
Cisco,Data Science,Private,,58.5,2013-05-13
Amazon,Database,Public,24,52.25,2010-08-08
Google,Database,Public,40,57.25,2002-05-02
Google,Containers,NGO,46,,2001-04-14
Cisco,Authentication,Private,50,,2015-08-17
Microsoft,Storage,,22,54.75,2009-07-25
Microsoft,Containers,,,67.5,2001-05-24
Cisco,Authentication,Public,,,2019-07-10
Google,Compute,,,71,2002-07-14
Oracle,Database,,36,53.25,2008-10-22
Cisco,Processor,NGO,,,2011-05-21
Facebook,Compute,,30,,2005-04-21
Google,Processor,NGO,10,67.75,2008-05-01
IBM,Compute,Public,,74.25,2003-04-23
Cisco,Authentication,Public,4,52,2000-04-15
Cisco,Database,NGO,,,2015-05-01
IBM,Database,,,63.5,2007-06-21
Oracle,Processor,Public,,,2003-06-11
Google,Containers,Private,35,69.5,2019-07-14
Cisco,Database,,16,70.5,2014-06-13
Microsoft,Authentication,NGO,5,66.25,2009-06-10
Cisco,Compute,NGO,,,2018-06-05
